date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
2014-12-21,2015,0,,SAC,LAL,1432.924,1399.6678,0.6828898426939825,0.31711015730601755,1437.7455,1394.8463,,,,,,,,,,,108,101,13,"",""
2014-12-21,2015,0,,TOR,NYK,1610.2284,1385.8136,0.8661666208780527,0.13383337912194726,1612.4337,1383.6083,,,,,,,,,,,118,108,41,"",""
2014-12-21,2015,0,,MIA,BOS,1458.7593,1415.8867,0.6947542078744556,0.30524579212554437,1466.4615,1408.1844,,,,,,,,,,,100,84,19,"",""
2014-12-22,2015,0,,HOU,POR,1607.1774,1664.4996,0.5611112344482766,0.4388887655517234,1618.6051,1653.0719,,,,,,,,,,,110,95,94,"",""
2014-12-22,2015,0,,SAS,LAC,1665.6478,1652.0786,0.6578565640638979,0.3421434359361021,1670.925,1646.8014,,,,,,,,,,,125,118,97,"",""
2014-12-22,2015,0,,GSW,SAC,1711.0929,1437.7455,0.8955902928412053,0.10440970715879472,1713.7267,1435.1117,,,,,,,,,,,128,108,74,"",""
2014-12-22,2015,0,,MEM,UTA,1650.0111,1382.2841,0.8925260080763667,0.10747399192363327,1630.4546,1401.8406,,,,,,,,,,,91,97,48,"",""
2014-12-22,2015,0,,DAL,ATL,1624.2036,1614.0352,0.6534367247965762,0.3465632752034238,1616.1912,1622.0476,,,,,,,,,,,102,105,91,"",""
2014-12-22,2015,0,,CHO,DEN,1411.4436,1492.8756,0.5266960887932028,0.47330391120679716,1430.8433,1473.476,,,,,,,,,,,110,82,25,"",""
2014-12-22,2015,0,,CHI,TOR,1607.7968,1612.4337,0.6338929074328494,0.36610709256715057,1614.4188,1605.8116,,,,,,,,,,,129,120,89,"",""
2014-12-23,2015,0,,LAL,GSW,1394.8463,1713.7267,0.22097787472615565,0.7790221252738443,1414.4471,1694.1259,,,,,,,,,,,115,105,64,"",""
2014-12-23,2015,0,,IND,NOP,1454.1797,1505.8326,0.5691314273863101,0.43086857261368994,1463.8336,1496.1787,,,,,,,,,,,96,84,37,"",""
2014-12-23,2015,0,,CLE,MIN,1537.2268,1362.4978,0.8294122160010102,0.17058778399898977,1541.967,1357.7576,,,,,,,,,,,125,104,22,"",""
2014-12-23,2015,0,,MIL,CHO,1433.5273,1430.8433,0.6436167214883605,0.35638327851163953,1421.729,1442.6416,,,,,,,,,,,101,108,18,"",""
2014-12-23,2015,0,,OKC,POR,1566.0161,1653.0719,0.5186195871149326,0.4813804128850674,1559.3876,1659.7004,,,,,,,,,,,111,115,89,"",""
2014-12-23,2015,0,,BRK,DEN,1462.214,1473.476,0.6249979764484269,0.3750020235515731,1467.6292,1468.0608,,,,,,,,,,,102,96,32,"",""
2014-12-23,2015,0,,ATL,LAC,1622.0476,1646.8014,0.6066260723409496,0.39337392765905044,1626.1963,1642.6527,,,,,,,,,,,107,104,94,"",""
2014-12-23,2015,0,,WAS,CHI,1566.2626,1614.4188,0.5740603602725214,0.4259396397274786,1555.3873,1625.2941,,,,,,,,,,,91,99,84,"",""
2014-12-23,2015,0,,ORL,BOS,1353.5944,1408.1844,0.5649806506802539,0.43501934931974606,1359.5026,1402.2762,,,,,,,,,,,100,95,5,"",""
2014-12-23,2015,0,,PHO,DAL,1549.6106,1616.1912,0.5479466020174147,0.45205339798258526,1558.1819,1607.6199,,,,,,,,,,,124,115,81,"",""
2014-12-23,2015,0,,MIA,PHI,1466.4615,1253.0221,0.8586718355984861,0.14132816440151386,1451.9656,1267.5181,,,,,,,,,,,87,91,2,"",""
2014-12-25,2015,0,,CHI,LAL,1625.2941,1414.4471,0.856851144204961,0.143148855795039,1629.0498,1410.6914,,,,,,,,,,,113,93,52,"",""
2014-12-25,2015,0,,MIA,CLE,1451.9656,1541.967,0.5143851710719597,0.4856148289280403,1461.9646,1531.968,,,,,,,,,,,101,91,44,"",""
2014-12-25,2015,0,,LAC,GSW,1642.6527,1694.1259,0.5693850745822198,0.43061492541778024,1653.3157,1683.4629,,,,,,,,,,,100,86,98,"",""
2014-12-25,2015,0,,NYK,WAS,1383.6083,1555.3873,0.39814671416042796,0.601853285839572,1375.3162,1563.6794,,,,,,,,,,,91,102,30,"",""
2014-12-25,2015,0,,SAS,OKC,1670.925,1559.3876,0.7716598004293871,0.2283401995706129,1654.0585,1576.2542,,,,,,,,,,,106,114,90,"",""
2014-12-26,2015,0,,ATL,MIL,1626.1963,1421.729,0.8522873201549954,0.14771267984500458,1576.9244,1471.0009,,,,,,,,,,,77,107,54,"",""
2014-12-26,2015,0,,DET,IND,1305.7601,1463.8336,0.41719523746998727,0.5828047625300128,1318.4456,1451.1482,,,,,,,,,,,119,109,5,"",""
2014-12-26,2015,0,,POR,PHI,1659.7004,1267.5181,0.9444452694362226,0.055554730563777355,1661.0515,1266.167,,,,,,,,,,,114,93,20,"",""
2014-12-26,2015,0,,DAL,LAL,1607.6199,1410.6914,0.8467399984736362,0.15326000152636376,1609.1863,1409.125,,,,,,,,,,,102,98,47,"",""
2014-12-26,2015,0,,MEM,HOU,1630.4546,1618.6051,0.6556249275590456,0.34437507244095444,1619.3186,1629.7411,,,,,,,,,,,111,117,92,"",""
2014-12-26,2015,0,,SAC,PHO,1435.1117,1558.1819,0.4668480229800771,0.5331519770199229,1426.188,1567.1056,,,,,,,,,,,106,115,43,"",""
2014-12-26,2015,0,,NOP,SAS,1496.1787,1654.0585,0.41746637385864177,0.5825336261413583,1506.4561,1643.7811,,,,,,,,,,,97,90,77,"",""
2014-12-26,2015,0,,OKC,CHO,1576.2542,1442.6416,0.7932752767268605,0.2067247232731395,1582.5482,1436.3475,,,,,,,,,,,98,75,49,"",""
2014-12-26,2015,0,,DEN,MIN,1468.0608,1357.7576,0.7704055430121345,0.22959445698786551,1470.5466,1355.2717,,,,,,,,,,,106,102,11,"",""
2014-12-26,2015,0,,ORL,CLE,1359.5026,1531.968,0.3972002777620965,0.6027997222379036,1352.1937,1539.2769,,,,,,,,,,,89,98,21,"",""
2014-12-26,2015,0,,BOS,BRK,1402.2762,1467.6292,0.5496964149557223,0.4503035850442777,1396.8127,1473.0927,,,,,,,,,,,107,109,19,"",""
2014-12-27,2015,0,,LAC,TOR,1653.3157,1605.8116,0.7003787020338718,0.29962129796612824,1634.8354,1624.2919,,,,,,,,,,,98,110,93,"",""
2014-12-27,2015,0,,GSW,MIN,1683.4629,1355.2717,0.9216418478280162,0.07835815217198383,1684.8932,1353.8414,,,,,,,,,,,110,97,47,"",""
2014-12-27,2015,0,,WAS,BOS,1563.6794,1396.8127,0.8229128347532575,0.1770871652467425,1567.2556,1393.2366,,,,,,,,,,,101,88,35,"",""
2014-12-27,2015,0,,SAC,NYK,1426.188,1375.3162,0.7044309628286869,0.2955690371713131,1430.2668,1371.2373,,,,,,,,,,,135,129,9,"",""
2014-12-27,2015,0,,MIL,ATL,1471.0009,1576.9244,0.4914762241188444,0.5085237758811556,1464.1161,1583.8092,,,,,,,,,,,85,90,56,"",""
2014-12-27,2015,0,,CHO,ORL,1436.3475,1352.1937,0.7427047795592063,0.25729522044079367,1420.5309,1368.0104,,,,,,,,,,,94,102,8,"",""
2014-12-27,2015,0,,MIA,MEM,1461.9646,1619.3186,0.41820262664389124,0.5817973733561088,1454.7037,1626.5795,,,,,,,,,,,95,103,63,"",""
2014-12-27,2015,0,,CHI,NOP,1629.0498,1506.4561,0.7826798864311366,0.21732011356886338,1632.1536,1503.3523,,,,,,,,,,,107,100,75,"",""
2014-12-27,2015,0,,BRK,IND,1473.0927,1451.1482,0.6686241734355265,0.3313758265644735,1444.6836,1479.5573,,,,,,,,,,,85,110,29,"",""
2014-12-27,2015,0,,UTA,PHI,1401.8406,1266.167,0.7952140921826307,0.20478590781736927,1406.8881,1261.1195,,,,,,,,,,,88,71,1,"",""
2014-12-28,2015,0,,DEN,TOR,1470.5466,1624.2919,0.4232653935044057,0.5767346064955943,1460.1077,1634.7308,,,,,,,,,,,102,116,66,"",""
2014-12-28,2015,0,,DAL,OKC,1609.1863,1582.5482,0.674583047808185,0.325416952191815,1613.3451,1578.3894,,,,,,,,,,,112,107,85,"",""
2014-12-28,2015,0,,LAL,PHO,1409.125,1567.1056,0.4173252703156868,0.5826747296843132,1401.3608,1574.8698,,,,,,,,,,,107,116,39,"",""
2014-12-28,2015,0,,POR,NYK,1661.0515,1371.2373,0.9041274747196364,0.09587252528036361,1663.6108,1368.678,,,,,,,,,,,101,79,47,"",""
2014-12-28,2015,0,,SAS,HOU,1643.7811,1629.7411,0.658466305280874,0.341533694719126,1647.7399,1625.7823,,,,,,,,,,,110,106,94,"",""
2014-12-28,2015,0,,CLE,DET,1539.2769,1318.4456,0.863757235208023,0.13624276479197694,1497.286,1360.4364,,,,,,,,,,,80,103,14,"",""
2014-12-29,2015,0,,CHO,MIL,1420.5309,1464.1161,0.5804813507845907,0.41951864921540927,1407.9136,1476.7334,,,,,,,,,,,94,104,21,"",""
2014-12-29,2015,0,,MIA,ORL,1454.7037,1368.0104,0.7454883742562001,0.25451162574379993,1447.6193,1375.0948,,,,,,,,,,,101,102,11,"",""
2014-12-29,2015,0,,HOU,WAS,1625.7823,1567.2556,0.7135223096112405,0.2864776903887595,1619.1766,1573.8613,,,,,,,,,,,103,104,85,"",""
2014-12-29,2015,0,,BRK,SAC,1444.6836,1430.2668,0.6589539283957777,0.3410460716042223,1450.3572,1424.5933,,,,,,,,,,,107,99,20,"",""
2014-12-29,2015,0,,IND,CHI,1479.5573,1632.1536,0.42488080582719406,0.575119194172806,1475.6171,1636.0938,,,,,,,,,,,90,92,70,"",""
2014-12-29,2015,0,,LAC,UTA,1634.8354,1406.8881,0.8685063585694139,0.13149364143058606,1636.153,1405.5706,,,,,,,,,,,101,97,52,"",""
2014-12-30,2015,0,,UTA,MIN,1405.5706,1353.8414,0.7054575543963679,0.2945424456036321,1409.6327,1349.7793,,,,,,,,,,,100,94,5,"",""
2014-12-30,2015,0,,MEM,SAS,1626.5795,1647.7399,0.6115511789231584,0.38844882107684164,1633.2147,1641.1046,,,,,,,,,,,95,87,94,"",""
2014-12-30,2015,0,,CHI,BRK,1636.0938,1450.3572,0.8381913686839869,0.16180863131601309,1608.1436,1478.3074,,,,,,,,,,,82,96,64,"",""
2014-12-30,2015,0,,POR,TOR,1663.6108,1634.7308,0.6774096463012006,0.3225903536987994,1667.7268,1630.6149,,,,,,,,,,,102,97,96,"",""
2014-12-30,2015,0,,GSW,PHI,1684.8932,1261.1195,0.9532509287721651,0.04674907122783489,1686.6736,1259.3391,,,,,,,,,,,126,86,21,"",""
2014-12-30,2015,0,,ATL,CLE,1583.8092,1497.286,0.7453025455158712,0.25469745448412884,1587.8336,1493.2616,,,,,,,,,,,109,101,64,"",""
2014-12-30,2015,0,,ORL,DET,1375.0948,1360.4364,0.6592664101489696,0.3407335898510304,1348.8652,1386.666,,,,,,,,,,,86,109,4,"",""
2014-12-30,2015,0,,DAL,WAS,1613.3451,1573.8613,0.6906015917806216,0.30939840821937836,1624.6233,1562.5831,,,,,,,,,,,114,87,85,"",""
2014-12-30,2015,0,,NOP,PHO,1503.3523,1574.8698,0.5408980337833629,0.4591019662166371,1509.03,1569.192,,,,,,,,,,,110,106,64,"",""
2014-12-30,2015,0,,DEN,LAL,1460.1077,1401.3608,0.7137813418321394,0.28621865816786063,1445.2609,1416.2076,,,,,,,,,,,103,111,17,"",""
2014-12-31,2015,0,,HOU,CHO,1619.1766,1407.9136,0.8571446192081023,0.14285538079189775,1622.7927,1404.2975,,,,,,,,,,,102,83,49,"",""
2014-12-31,2015,0,,CLE,MIL,1493.2616,1476.7334,0.6616800847004345,0.3383199152995655,1472.7444,1497.2506,,,,,,,,,,,80,96,39,"",""
2014-12-31,2015,0,,OKC,PHO,1578.3894,1569.192,0.652169853485027,0.347830146514973,1581.9661,1565.6154,,,,,,,,,,,137,134,78,"",""
2014-12-31,2015,0,,SAS,NOP,1641.1046,1509.03,0.791819634528432,0.20818036547156804,1642.8014,1507.3333,,,,,,,,,,,95,93,78,"",""
2014-12-31,2015,0,,LAC,NYK,1636.153,1368.678,0.892386779691766,0.10761322030823395,1638.9718,1365.8591,,,,,,,,,,,99,78,42,"",""
2014-12-31,2015,0,,IND,MIA,1475.6171,1447.6193,0.6762988970647972,0.3237011029352028,1482.0836,1441.1527,,,,,,,,,,,106,95,29,"",""
2014-12-31,2015,0,,BOS,SAC,1393.2366,1424.5933,0.5975200597422577,0.40247994025774225,1406.5979,1411.2319,,,,,,,,,,,106,84,11,"",""
2015-01-01,2015,0,,MIN,SAC,1349.7793,1411.2319,0.55524766271675,0.44475233728325003,1343.3734,1417.6378,,,,,,,,,,,107,110,5,"",""
2015-01-01,2015,0,,CHI,DEN,1608.1436,1445.2609,0.8195459755710502,0.18045402442894976,1610.2421,1443.1624,,,,,,,,,,,106,101,56,"",""
2015-01-02,2015,0,,OKC,WAS,1581.9661,1562.5831,0.6653490608107729,0.33465093918922706,1587.1058,1557.4434,,,,,,,,,,,109,102,78,"",""
2015-01-02,2015,0,,NYK,DET,1365.8591,1386.666,0.6120344747097635,0.38796552529023653,1347.4865,1405.0387,,,,,,,,,,,81,97,5,"",""
2015-01-02,2015,0,,MIL,IND,1497.2506,1482.0836,0.6599237730352183,0.3400762269647817,1489.123,1490.2112,,,,,,,,,,,91,94,41,"",""
2015-01-02,2015,0,,GSW,TOR,1686.6736,1630.6149,0.7106095051965061,0.2893904948034939,1695.3938,1621.8947,,,,,,,,,,,126,105,97,"",""
2015-01-02,2015,0,,ORL,BRK,1348.8652,1478.3074,0.4577304007880522,0.5422695992119477,1344.5437,1482.6289,,,,,,,,,,,98,100,11,"",""
2015-01-02,2015,0,,NOP,HOU,1507.3333,1622.7927,0.4777668060165111,0.5222331939834889,1529.3284,1600.7976,,,,,,,,,,,111,83,74,"",""
2015-01-02,2015,0,,UTA,ATL,1409.6327,1587.8336,0.38932259060577074,0.6106774093942293,1403.9662,1593.5001,,,,,,,,,,,92,98,43,"",""
2015-01-02,2015,0,,PHO,PHI,1565.6154,1259.3391,0.912032996033475,0.08796700396652501,1567.4821,1257.4724,,,,,,,,,,,112,96,8,"",""
2015-01-02,2015,0,,CHO,CLE,1404.2975,1472.7444,0.545284132067144,0.454715867932856,1397.2217,1479.8202,,,,,,,,,,,87,91,20,"",""
2015-01-02,2015,0,,LAL,MEM,1416.2076,1633.2147,0.33770306133835787,0.6622969386616422,1412.7549,1636.6675,,,,,,,,,,,106,109,54,"",""
2015-01-02,2015,0,,BOS,DAL,1406.5979,1624.6233,0.336393261377954,0.663606738622046,1397.2351,1633.9861,,,,,,,,,,,101,119,50,"",""
2015-01-03,2015,0,,SAS,WAS,1642.8014,1557.4434,0.7440272027992445,0.2559727972007555,1647.1411,1553.1036,,,,,,,,,,,101,92,86,"",""
2015-01-03,2015,0,,ORL,CHO,1344.5437,1397.2217,0.5676838051056213,0.43231619489437867,1333.8297,1407.9357,,,,,,,,,,,90,98,4,"",""
2015-01-03,2015,0,,HOU,MIA,1600.7976,1441.1527,0.8167731199254008,0.1832268800745992,1608.3806,1433.5697,,,,,,,,,,,115,79,54,"",""
2015-01-03,2015,0,,LAC,PHI,1638.9718,1257.4724,0.9411290965654783,0.058870903434521726,1641.0961,1255.3481,,,,,,,,,,,127,91,15,"",""
2015-01-03,2015,0,,DEN,MEM,1443.1624,1636.6675,0.3685927637326654,0.6314072362673346,1472.2805,1607.5493,,,,,,,,,,,114,85,62,"",""
2015-01-03,2015,0,,CHI,BOS,1610.2421,1397.2351,0.8583695029892161,0.1416304970107839,1611.8363,1395.6409,,,,,,,,,,,109,104,44,"",""
2015-01-03,2015,0,,MIN,UTA,1343.3734,1403.9662,0.5564695706694498,0.4435304293305502,1330.0015,1417.3381,,,,,,,,,,,89,101,4,"",""
2015-01-03,2015,0,,POR,ATL,1667.7268,1593.5001,0.7316341643620284,0.26836583563797156,1652.2897,1608.9373,,,,,,,,,,,107,115,93,"",""
2015-01-04,2015,0,,PHO,TOR,1567.4821,1621.8947,0.5652316211399109,0.4347683788600891,1579.2764,1610.1003,,,,,,,,,,,125,109,85,"",""
2015-01-04,2015,0,,DET,SAC,1405.0387,1417.6378,0.6231922677063705,0.3768077322936295,1416.1733,1406.5032,,,,,,,,,,,114,95,12,"",""
2015-01-04,2015,0,,LAL,IND,1412.7549,1490.2112,0.5323975383740803,0.4676024616259197,1416.4679,1486.4982,,,,,,,,,,,88,87,25,"",""
2015-01-04,2015,0,,NYK,MIL,1347.4865,1489.123,0.44036546737183013,0.5596345326281699,1337.043,1499.5665,,,,,,,,,,,82,95,13,"",""
2015-01-04,2015,0,,CLE,DAL,1479.8202,1633.9861,0.42267446784563356,0.5773255321543664,1467.012,1646.7943,,,,,,,,,,,90,109,70,"",""
2015-01-04,2015,0,,MIA,BRK,1433.5697,1482.6289,0.5727888633560124,0.4272111366439876,1438.7618,1477.4368,,,,,,,,,,,88,84,27,"",""
2015-01-05,2015,0,,CHI,HOU,1611.8363,1608.3806,0.6446350106873096,0.35536498931269045,1618.2256,1601.9913,,,,,,,,,,,114,105,89,"",""
2015-01-05,2015,0,,PHI,CLE,1255.3481,1467.012,0.34461633671046704,0.6553836632895329,1263.395,1458.9651,,,,,,,,,,,95,92,2,"",""
2015-01-05,2015,0,,BOS,CHO,1395.6409,1407.9357,0.623603517499623,0.37639648250037705,1382.5847,1420.9918,,,,,,,,,,,95,104,10,"",""
2015-01-05,2015,0,,UTA,IND,1417.3381,1486.4982,0.5442659858771982,0.4557340141228018,1410.2797,1493.5566,,,,,,,,,,,101,105,25,"",""
2015-01-05,2015,0,,BRK,DAL,1477.4368,1646.7943,0.40149162027983015,0.5985083797201698,1470.5295,1653.7015,,,,,,,,,,,88,96,72,"",""
2015-01-05,2015,0,,LAC,ATL,1641.0961,1608.9373,0.6815202795452139,0.3184797204547861,1626.2599,1623.7734,,,,,,,,,,,98,107,92,"",""
2015-01-05,2015,0,,GSW,OKC,1695.3938,1587.1058,0.7683472167829873,0.23165278321701266,1703.2244,1579.2753,,,,,,,,,,,117,91,95,"",""
2015-01-05,2015,0,,MEM,NYK,1607.5493,1337.043,0.894051069511163,0.10594893048883702,1610.4114,1334.1809,,,,,,,,,,,105,83,28,"",""
2015-01-05,2015,0,,NOP,WAS,1529.3284,1553.1036,0.6079695350704668,0.3920304649295332,1518.4347,1563.9973,,,,,,,,,,,85,92,65,"",""
2015-01-05,2015,0,,POR,LAL,1652.2897,1416.4679,0.8735971900578632,0.12640280994213682,1653.5499,1415.2076,,,,,,,,,,,98,94,58,"",""
2015-01-05,2015,0,,MIN,DEN,1330.0015,1472.2805,0.4394541905647494,0.5605458094352507,1321.7262,1480.5558,,,,,,,,,,,101,110,9,"",""
2015-01-06,2015,0,,MIL,PHO,1499.5665,1579.2764,0.5291666509060161,0.4708333490939839,1491.2477,1587.5952,,,,,,,,,,,96,102,64,"",""
2015-01-06,2015,0,,SAS,DET,1647.1411,1416.1733,0.8704793609713682,0.12952063902863176,1637.5702,1425.7443,,,,,,,,,,,104,105,57,"",""
2015-01-07,2015,0,,DAL,DET,1653.7015,1425.7443,0.8685128667489679,0.13148713325103212,1624.8479,1454.5979,,,,,,,,,,,95,108,60,"",""
2015-01-07,2015,0,,LAC,LAL,1626.2599,1415.2076,0.8569960396532926,0.14300396034670737,1630.6506,1410.8169,,,,,,,,,,,114,89,52,"",""
2015-01-07,2015,0,,GSW,IND,1703.2244,1493.5566,0.8560165256575731,0.14398347434242686,1706.3317,1490.4493,,,,,,,,,,,117,102,84,"",""
2015-01-07,2015,0,,MIN,PHO,1321.7262,1587.5952,0.27791677238947177,0.7220832276105282,1319.3551,1589.9663,,,,,,,,,,,111,113,21,"",""
2015-01-07,2015,0,,SAC,OKC,1406.5032,1579.2753,0.39677763529472515,0.6032223647052748,1428.2134,1557.5651,,,,,,,,,,,104,83,41,"",""
2015-01-07,2015,0,,BRK,BOS,1470.5295,1382.5847,0.7468528498852827,0.25314715011471733,1454.5677,1398.5465,,,,,,,,,,,81,89,16,"",""
2015-01-07,2015,0,,WAS,NYK,1563.9973,1334.1809,0.869730251096661,0.13026974890333898,1566.1366,1332.0416,,,,,,,,,,,101,91,21,"",""
2015-01-07,2015,0,,DEN,ORL,1480.5558,1333.8297,0.805380677669499,0.19461932233050105,1482.3732,1332.0123,,,,,,,,,,,93,90,10,"",""
2015-01-07,2015,0,,ATL,MEM,1623.7734,1610.4114,0.6575880502710433,0.3424119497289567,1630.2893,1603.8955,,,,,,,,,,,96,86,91,"",""
2015-01-07,2015,0,,PHI,MIL,1263.395,1491.2477,0.3238839844877769,0.6761160155122231,1253.7689,1500.8738,,,,,,,,,,,77,97,4,"",""
2015-01-07,2015,0,,CHI,UTA,1618.2256,1410.2797,0.854790526630347,0.14520947336965295,1581.0682,1447.437,,,,,,,,,,,77,97,49,"",""
2015-01-07,2015,0,,CLE,HOU,1458.9651,1601.9913,0.4383949282377316,0.5616050717622685,1449.1021,1611.8544,,,,,,,,,,,93,105,58,"",""
2015-01-07,2015,0,,CHO,NOP,1420.9918,1518.4347,0.5036798962687262,0.4963201037312738,1427.2568,1512.1697,,,,,,,,,,,98,94,32,"",""
2015-01-08,2015,0,,NYK,HOU,1332.0416,1611.8544,0.26209932728700824,0.7379006727129918,1323.5076,1620.3884,,,,,,,,,,,96,120,28,"",""
2015-01-08,2015,0,,TOR,CHO,1610.1003,1427.2568,0.8359198993143779,0.16408010068562207,1590.4821,1446.8751,,,,,,,,,,,95,103,52,"",""
2015-01-08,2015,0,,POR,MIA,1653.5499,1438.7618,0.8596113796450792,0.14038862035492083,1656.7031,1435.6086,,,,,,,,,,,99,83,64,"",""
2015-01-09,2015,0,,SAC,DEN,1428.2134,1482.3732,0.5655892033182397,0.4344107966817603,1416.0277,1494.5588,,,,,,,,,,,108,118,26,"",""
2015-01-09,2015,0,,OKC,UTA,1557.5651,1447.437,0.770227206203533,0.22977279379646698,1560.3336,1444.6685,,,,,,,,,,,99,94,46,"",""
2015-01-09,2015,0,,GSW,CLE,1706.3317,1449.1021,0.8865905838783033,0.11340941612169675,1709.0184,1446.4153,,,,,,,,,,,112,94,76,"",""
2015-01-09,2015,0,,LAL,ORL,1410.8169,1332.0123,0.7367766760411052,0.2632233239588948,1417.563,1325.2662,,,,,,,,,,,101,84,4,"",""
2015-01-09,2015,0,,SAS,PHO,1637.5702,1589.9663,0.7004992449926548,0.2995007550073452,1641.3403,1586.1962,,,,,,,,,,,100,95,90,"",""
2015-01-09,2015,0,,IND,BOS,1490.4493,1398.5465,0.7511362152928214,0.24886378470717863,1493.1782,1395.8176,,,,,,,,,,,107,103,22,"",""
2015-01-09,2015,0,,NOP,MEM,1512.1697,1603.8955,0.5119052803486481,0.48809471965135187,1522.8481,1593.217,,,,,,,,,,,106,95,72,"",""
2015-01-09,2015,0,,BRK,PHI,1454.5677,1253.7689,0.8496089243355608,0.1503910756644392,1443.7555,1264.5812,,,,,,,,,,,88,90,2,"",""
2015-01-09,2015,0,,DET,ATL,1454.5979,1630.2893,0.3927625372792237,0.6072374627207763,1450.457,1634.4302,,,,,,,,,,,103,106,63,"",""
2015-01-09,2015,0,,MIL,MIN,1500.8738,1319.3551,0.8348712301969298,0.16512876980307023,1504.3407,1315.8882,,,,,,,,,,,98,84,10,"",""
2015-01-09,2015,0,,WAS,CHI,1566.1366,1581.0682,0.6200341258296218,0.3799658741703782,1576.1394,1571.0654,,,,,,,,,,,102,86,78,"",""
2015-01-10,2015,0,,NYK,CHO,1323.5076,1446.8751,0.46642207907418215,0.5335779209258178,1304.462,1465.9207,,,,,,,,,,,82,110,6,"",""
2015-01-10,2015,0,,MIN,SAS,1315.8882,1641.3403,0.21453439206222755,0.7854656079377724,1310.9941,1646.2344,,,,,,,,,,,93,108,28,"",""
2015-01-10,2015,0,,DET,BRK,1450.457,1443.7555,0.6489035700226798,0.35109642997732016,1455.01,1439.2025,,,,,,,,,,,98,93,23,"",""
2015-01-10,2015,0,,TOR,BOS,1590.4821,1395.8176,0.8450410827250241,0.1549589172749759,1593.5551,1392.7446,,,,,,,,,,,109,96,40,"",""
2015-01-10,2015,0,,POR,ORL,1656.7031,1325.2662,0.9229805686203896,0.07701943137961043,1657.9641,1324.0052,,,,,,,,,,,103,92,34,"",""
2015-01-10,2015,0,,PHI,IND,1264.5812,1493.1782,0.32294645234753067,0.6770535476524693,1270.682,1487.0774,,,,,,,,,,,93,92,4,"",""
2015-01-10,2015,0,,CHI,MIL,1571.0654,1504.3407,0.7230706512838599,0.27692934871614006,1575.5023,1499.9038,,,,,,,,,,,95,87,63,"",""
2015-01-10,2015,0,,HOU,UTA,1620.3884,1444.6685,0.8302177566024216,0.16978224339757841,1624.1339,1440.923,,,,,,,,,,,97,82,59,"",""
2015-01-10,2015,0,,LAC,DAL,1630.6506,1624.8479,0.6477239039647499,0.3522760960352501,1641.2908,1614.2078,,,,,,,,,,,120,100,93,"",""
2015-01-11,2015,0,,ATL,WAS,1634.4302,1576.1394,0.7132446530900972,0.2867553469099028,1645.8296,1564.74,,,,,,,,,,,120,89,88,"",""
2015-01-11,2015,0,,SAC,CLE,1416.0277,1446.4153,0.5988609205364036,0.4011390794635964,1428.0411,1434.4019,,,,,,,,,,,103,84,17,"",""
2015-01-11,2015,0,,LAL,POR,1417.563,1657.9641,0.30827127602291626,0.6917287239770837,1411.1132,1664.4139,,,,,,,,,,,94,106,59,"",""
2015-01-11,2015,0,,MEM,PHO,1593.217,1586.1962,0.649322211471421,0.350677788528579,1600.7345,1578.6787,,,,,,,,,,,122,110,84,"",""
2015-01-11,2015,0,,LAC,MIA,1641.2908,1435.6086,0.8531655932920039,0.14683440670799608,1612.2404,1464.6591,,,,,,,,,,,90,104,61,"",""
2015-01-12,2015,0,,TOR,DET,1593.5551,1455.01,0.797892796014194,0.20210720398580595,1582.5295,1466.0355,,,,,,,,,,,111,114,56,"",""
2015-01-12,2015,0,,CHI,ORL,1575.5023,1324.0052,0.8832300518228344,0.11676994817716557,1554.8279,1344.6797,,,,,,,,,,,114,121,20,"",""
2015-01-12,2015,0,,BRK,HOU,1439.2025,1624.1339,0.380151687789362,0.619848312210638,1430.0459,1633.2905,,,,,,,,,,,99,113,58,"",""
2015-01-12,2015,0,,BOS,NOP,1392.7446,1522.8481,0.4567856683348177,0.5432143316651823,1402.8521,1512.7407,,,,,,,,,,,108,100,26,"",""
2015-01-13,2015,0,,UTA,GSW,1440.923,1709.0184,0.275352166599244,0.724647833400756,1435.5778,1714.3636,,,,,,,,,,,105,116,75,"",""
2015-01-13,2015,0,,LAL,MIA,1411.1132,1464.6591,0.5664572717212358,0.43354272827876417,1404.535,1471.2372,,,,,,,,,,,75,78,20,"",""
2015-01-13,2015,0,,PHI,ATL,1270.682,1645.8296,0.1702471182482446,0.8297528817517554,1266.4316,1650.08,,,,,,,,,,,87,105,19,"",""
2015-01-13,2015,0,,WAS,SAS,1564.74,1646.2344,0.5266065431142617,0.4733934568857383,1573.2108,1637.7635,,,,,,,,,,,101,93,88,"",""
2015-01-13,2015,0,,PHO,CLE,1578.6787,1434.4019,0.8031611959323043,0.19683880406769572,1581.4492,1431.6313,,,,,,,,,,,107,100,47,"",""
2015-01-13,2015,0,,IND,MIN,1487.0774,1310.9941,0.8305124190882915,0.16948758091170846,1466.3259,1331.7456,,,,,,,,,,,101,110,8,"",""
2015-01-13,2015,0,,SAC,DAL,1428.0411,1614.2078,0.3784775211161723,0.6215224788838277,1423.5626,1618.6863,,,,,,,,,,,104,108,53,"",""
